# Generation	Energy	Composition
1	-5705.738014	Pt13Cu10
2	-5705.738014	Pt13Cu10
3	-5705.738014	Pt13Cu10
4	-5705.738014	Pt13Cu10
5	-5705.738014	Pt13Cu10
6	-5706.554814	Pt13Cu10
7	-5707.935344	Pt13Cu10
8	-5709.270443	Pt13Cu10
9	-5709.270443	Pt13Cu10
10	-5709.270443	Pt13Cu10
11	-5709.270443	Pt13Cu10
12	-5709.270443	Pt13Cu10
13	-5709.993636	Pt13Cu10
14	-5709.993636	Pt13Cu10
15	-5712.041962	Pt13Cu10
16	-5712.041962	Pt13Cu10
17	-5712.041962	Pt13Cu10
18	-5712.041962	Pt13Cu10
19	-5712.041962	Pt13Cu10
20	-5712.041962	Pt13Cu10
21	-5713.274411	Pt13Cu10
22	-5713.274411	Pt13Cu10
23	-5713.274411	Pt13Cu10
24	-5713.274411	Pt13Cu10
25	-5713.274411	Pt13Cu10
26	-5713.274411	Pt13Cu10
27	-5713.274411	Pt13Cu10
28	-5713.274411	Pt13Cu10
29	-5713.274411	Pt13Cu10
30	-5713.274411	Pt13Cu10
31	-5713.274411	Pt13Cu10
32	-5713.274411	Pt13Cu10
33	-5713.274411	Pt13Cu10
34	-5713.274411	Pt13Cu10
35	-5713.274411	Pt13Cu10
36	-5713.274411	Pt13Cu10
37	-5713.274411	Pt13Cu10
38	-5713.274411	Pt13Cu10
39	-5713.274411	Pt13Cu10
40	-5713.274411	Pt13Cu10
41	-5713.274411	Pt13Cu10
42	-5713.274411	Pt13Cu10
43	-5713.274411	Pt13Cu10
44	-5713.274411	Pt13Cu10
45	-5713.274411	Pt13Cu10
46	-5713.274411	Pt13Cu10
47	-5713.274411	Pt13Cu10
48	-5713.908808	Pt13Cu10
49	-5713.908808	Pt13Cu10
50	-5713.908808	Pt13Cu10
51	-5713.908808	Pt13Cu10
52	-5713.908808	Pt13Cu10
53	-5713.908808	Pt13Cu10
54	-5713.908808	Pt13Cu10
55	-5713.908808	Pt13Cu10
56	-5713.908808	Pt13Cu10
57	-5713.908808	Pt13Cu10
58	-5713.908808	Pt13Cu10
59	-5713.908808	Pt13Cu10
60	-5713.908808	Pt13Cu10
61	-5713.908808	Pt13Cu10
62	-5713.908808	Pt13Cu10
63	-5713.908808	Pt13Cu10
64	-5713.908808	Pt13Cu10
65	-5713.908808	Pt13Cu10
66	-5713.908808	Pt13Cu10
67	-5713.908808	Pt13Cu10
68	-5713.908808	Pt13Cu10
69	-5713.908808	Pt13Cu10
70	-5713.908808	Pt13Cu10
71	-5713.908808	Pt13Cu10
72	-5713.908808	Pt13Cu10
73	-5713.908808	Pt13Cu10
74	-5713.908808	Pt13Cu10
75	-5713.908808	Pt13Cu10
76	-5713.908808	Pt13Cu10
77	-5713.908808	Pt13Cu10
78	-5713.908808	Pt13Cu10
79	-5713.908808	Pt13Cu10
80	-5713.908808	Pt13Cu10
81	-5713.908808	Pt13Cu10
82	-5713.908808	Pt13Cu10
83	-5713.908808	Pt13Cu10
84	-5713.908808	Pt13Cu10
85	-5713.908808	Pt13Cu10
86	-5713.908808	Pt13Cu10
87	-5713.908808	Pt13Cu10
88	-5713.908808	Pt13Cu10
89	-5713.908808	Pt13Cu10
90	-5713.908808	Pt13Cu10
91	-5713.908808	Pt13Cu10
92	-5713.908808	Pt13Cu10
93	-5713.908808	Pt13Cu10
94	-5713.908808	Pt13Cu10
95	-5713.908808	Pt13Cu10
96	-5713.908808	Pt13Cu10
97	-5713.908808	Pt13Cu10
98	-5713.908808	Pt13Cu10
99	-5713.908808	Pt13Cu10
100	-5713.908808	Pt13Cu10
